epoch,gen_loss,disc_loss
1,5.447792619085678,0.242865677075008
2,3.954369430346867,0.45459913170855976
3,1.4308537241747923,1.0370655889096467
4,1.4680714326746322,0.8604349980268942
5,1.5994030106098145,0.878760452465633
6,1.50717264551031,0.939654338085438
7,1.5566623229199967,0.9602058586257193
8,1.5637221080262949,0.8707371392213475
9,1.6243440671954923,0.8131469570462356
10,1.3772517445752077,0.9859188304227942
11,1.848784229639546,0.7776515014336237
12,1.8552769029231937,0.8124057155131074
13,1.8147760961976502,0.847977269945852
14,1.8258509331042199,0.7838104326096947
15,1.9334324985513907,0.7525552813049472
16,2.1316184899996005,0.7664927606997283
17,1.998927435911525,0.7483707827985134
18,2.3199594014745846,0.6946423620824009
19,2.2505330819912883,0.8238972617537165
20,1.758507613940617,0.7801653381503756
21,1.813163425611413,0.8279595338475064
22,1.925096282568734,0.6986056666849824
23,2.0893887180806425,0.7826772236153293
24,2.040100409856538,0.7480058987122362
25,1.954698333349984,0.7211754059852542
26,2.5752257520280533,0.5810464141923753
27,2.3309586859115248,0.6384396370109695
28,2.707140832300991,0.5093167980613611
29,2.7681335293118607,0.5184387050931106
30,2.6939815901734336,0.5388316669122643
31,2.833747727181905,0.505696640600024
32,2.96415659716672,0.4633244272997922
33,3.237187924592391,0.36598595816765905
34,3.1258991368286444,0.45895307692115567
35,3.066453704443734,0.4092969187080403
36,3.8172757278013107,0.39216266446711157
37,3.124858573269661,0.40526469589194375
38,3.4138948484454925,0.4116516893781969
39,3.4851461347106776,0.4029771653587556
40,3.2091501533527813,0.4088923461601862
41,3.532956798972986,0.36677578587056425
42,3.228001431126119,0.4375088196581282
43,3.2642872217671037,0.3697829380669557
44,3.30543365868766,0.3774061666425232
45,3.506459423953005,0.37610425241767903
46,3.462707675631394,0.38044028513876677
47,3.6385267018662084,0.365364406419837
48,3.4126291884790603,0.3820441360668758
49,3.8082980963275257,0.4053749806435822
50,3.2385481812460037,0.3700604060726702
51,3.6170370194613173,0.3446434391733935
52,3.9558642453244883,0.3993960719584199
53,3.141202570532289,0.42775837539711875
54,3.233213927129955,0.4272267763571971
55,3.2916094299472505,0.4172910802504596
56,3.3841243656090154,0.42486650315696933
57,3.4599334638746804,0.40023628098275654
58,3.2693835792639065,0.39582692021908966
59,3.336903759890505,0.3874979238680866
60,3.3303715932704603,0.4060133521819054
61,3.5940934203164963,0.4610479408517823
62,2.997804607576726,0.4446579720967871
63,3.3581867657049234,0.4072159086651814
64,3.4537693813938617,0.4173596472386509
65,3.434677709398977,0.4184733046899976
66,3.193843909846547,0.4510816881418838
67,3.494075999540441,0.3948357623556386
68,3.5278014356218033,0.36888887449298674
69,3.220830502717391,0.3896790721532329
70,3.3860790516104537,0.4375120587361133
71,3.037177122462436,0.4567417622832081
72,3.309200979559623,0.4243045426390665
73,3.1985344069693094,0.45295629476952126
74,3.0401926650415603,0.4405931243506234
75,3.1907649906090154,0.47326683571271577
76,3.136301962615889,0.4240079523657289
77,3.268141022118766,0.4005824330517703
78,3.1745852106977304,0.41329733611982494
79,3.2991091052589514,0.3947849907838475
80,3.858773702245844,0.40750399148067856
81,3.59039103710438,0.3029443492060122
82,3.4161814033527813,0.4407517220967871
83,3.429458969389386,0.41817066553608534
84,3.1944826716352304,0.4218714096966912
85,3.1551813384151215,0.44320038700347664
86,3.5696859140225383,0.3955939407543758
87,3.2463129146019822,0.4520347575702326
88,3.0755449768222505,0.4782270738840713
89,3.133191198949009,0.4003085553493646
90,3.03780339623961,0.46013686236213236
91,3.2211692400295715,0.43772856963564977
92,3.0247037843670075,0.43371507883681665
93,3.0508770954883313,0.46701701522788125
